News_ID,Website,Category,Headline,URL,Top_Image,Date,author
1910,hindustan times,['sports'],"IPL 2020, RR vs SRH: ‘He’s an all-round package’, David Warner applauds this SRH cricketer",https://www.hindustantimes.com/cricket/ipl-2020-rr-vs-srh-he-s-an-all-round-package-david-warner-applauds-this-srh-cricketer/story-x7q7KriknOZeeXce2FMZtM.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/23/Pictures/_39ca3366-1498-11eb-9690-b19a1ecf710b.jpg,2020-10-23 00:29:07+05:30,[]
1911,hindustan times,['sports'],IPL 2020: Kagiso Rabada reveals what’s making the tournament interesting,https://www.hindustantimes.com/cricket/ipl-2020-kagiso-rabada-reveals-what-s-making-the-tournament-interesting/story-9D75ZZeGYpjEZwcGv61rcK.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/23/Pictures/_abc8719a-14ce-11eb-9690-b19a1ecf710b.jpg,2020-10-23 06:59:57+05:30,[]
1912,hindustan times,['sports'],"After 2 losses, Real Madrid reeling before trip to Barcelona",https://www.hindustantimes.com/football/after-2-losses-real-madrid-reeling-before-trip-to-barcelona/story-Nka71vxqlqBjrkGjnzPdfP.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/22/Pictures/la-liga-santander-real-betis-madrid-real_61db993c-1464-11eb-b504-c4c734a23405.jpg,2020-10-22 18:15:18+05:30,['Associated Press']
1913,hindustan times,['sports'],"IPL 2020: ‘It pinched him,’ Sourav Ganguly says star batsman was hurt after being made to sit out",https://www.hindustantimes.com/cricket/ipl-2020-it-pinched-him-sourav-ganguly-says-star-kxip-batsman-was-hurt-after-being-made-to-sit-out/story-5zwR8YGU1a2EjCSV9VoC3J.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/23/Pictures/_ae4298be-14cf-11eb-9690-b19a1ecf710b.jpg,2020-10-23 06:44:13+05:30,[]
1914,hindustan times,['sports'],"I regret US Open and Roland Garros failures, says Djokovic",https://www.hindustantimes.com/tennis/i-regret-us-open-and-roland-garros-failures-says-djokovic/story-7dPGRrfOYWrmZIbx439OdM.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/22/Pictures/french-open_0d5807ce-1478-11eb-b8b5-01f2e62a12bd.jpg,2020-10-22 20:36:40+05:30,[]
1915,hindustan times,['sports'],IPL 2020 Points table and updated Orange Cap and Purple Cap list after Sunrisers Hyderabad’s win over Rajasthan Royals,https://www.hindustantimes.com/cricket/ipl-2020-points-table-and-updated-orange-cap-and-purple-cap-list-after-sunrisers-hyderabad-s-win-over-rajasthan-royals/story-Tid1zIpt2q4rx6bgVEO3xN.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/23/Pictures/_fdedaf72-14dc-11eb-9690-b19a1ecf710b.jpg,2020-10-23 08:41:06+05:30,[]
1916,hindustan times,['sports'],"IPL 2020: ‘Knew he will come hard at us,’ Manish Pandey and Vijay Shankar reveal their plan to tackle Jofra Archer",https://www.hindustantimes.com/cricket/ipl-2020-knew-he-will-come-hard-at-us-manish-pandey-and-vijay-shankar-reveal-their-plan-to-tackle-jofra-archer/story-vWwRfLjohvxXjSWDtR69SM.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/23/Pictures/_54328042-14e2-11eb-9690-b19a1ecf710b.jpg,2020-10-23 09:18:36+05:30,[]
1917,hindustan times,['sports'],India set to kick-off Australia tour from Sydney,https://www.hindustantimes.com/cricket/india-set-to-kick-off-australia-tour-from-sydney/story-tXhTqknFk7U42lbJs5I1SN.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/23/Pictures/_01e7270e-14d6-11eb-9690-b19a1ecf710b.jpg,2020-10-23 07:49:36+05:30,['Rasesh Mandani']
1918,hindustan times,['sports'],‘They’d smash me all over the park:’ Shane Warne names the ‘two greatest batsmen of all time’,https://www.hindustantimes.com/cricket/they-d-smash-me-all-over-the-park-shane-warne-names-the-two-greatest-batsmen-of-all-time/story-H4RMtoB7GlXmWoacnWEgXK.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/23/Pictures/_bfd435f2-14d8-11eb-9690-b19a1ecf710b.jpg,2020-10-23 08:10:03+05:30,[]
1919,hindustan times,['sports'],IPL 2020: Six dismissals in seven innings - David Warner opens up on constantly getting out to Jofra Archer,https://www.hindustantimes.com/cricket/ipl-2020-can-t-do-much-with-someone-bowling-at-150ks-warner-on-constantly-getting-out-to-archer/story-9H7CIWaCinXFhRorF8sW2J.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/23/Pictures/_0de6073e-14d4-11eb-9690-b19a1ecf710b.jpg,2020-10-23 07:37:30+05:30,[]
1920,hindustan times,['sports'],"IPL 2020 - RR Vs SRH, 2nd innings: Live Updates: Score between 16 Over to Over 19",https://www.hindustantimes.com/cricket/ipl-2020-rr-vs-srh-2nd-innings-live-updates-score-between-16-over-to-over-19/story-DehVOnAVZHksNdefPz8Y7H.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/22/Pictures/_e7dbdb96-147d-11eb-82d7-4a84cf0a3da3.png,2020-10-22 22:58:40+05:30,['Ht Analytics']
1921,hindustan times,['sports'],"IPL 2020 - RR Vs SRH, 2nd innings: Live Updates: Score after 10 overs",https://www.hindustantimes.com/cricket/ipl-2020-rr-vs-srh-2nd-innings-live-updates-score-after-10-overs/story-De9lTrrarGcrTJ76nuVP2M.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/22/Pictures/_fb884678-1475-11eb-82d7-4a84cf0a3da3.png,2020-10-22 22:20:14+05:30,['Ht Analytics']
1922,hindustan times,['sports'],Boris Becker accused of failing to surrender Wimbledon trophies,https://www.hindustantimes.com/tennis/boris-becker-accused-of-failing-to-surrender-wimbledon-trophies/story-1ydivpYRMwdrOarLjOyhbO.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/22/Pictures/atp-monte-carlo-masters_5b4b7038-1469-11eb-b504-c4c734a23405.jpg,2020-10-22 18:51:12+05:30,['Associated Press']
1923,hindustan times,['sports'],"IPL 2020, MI Predicted XI against CSK: Rohit Sharma likely to continue with same team",https://www.hindustantimes.com/cricket/ipl-2020-mi-predicted-xi-against-csk-rohit-sharma-likely-to-continue-with-same-team/story-fKqdIa8BaiqMUVlY0OtRZJ.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/23/Pictures/_870a4380-149a-11eb-9690-b19a1ecf710b.jpg,2020-10-23 00:47:51+05:30,[]
1924,hindustan times,['sports'],"IPL 2020 - RR Vs SRH, 2nd innings: Live Updates: Score after 15 overs",https://www.hindustantimes.com/cricket/ipl-2020-rr-vs-srh-2nd-innings-live-updates-score-after-15-overs/story-dBIlHTVWVDdRzJ21RwbNNM.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/22/Pictures/_5d52526a-1479-11eb-82d7-4a84cf0a3da3.png,2020-10-22 22:41:06+05:30,['Ht Analytics']
1925,hindustan times,['sports'],Julia Goerges retires from tennis at 31,https://www.hindustantimes.com/tennis/julia-goerges-retires-from-tennis-at-31/story-1g2PRF9I77qOgGcATgyCoO.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/22/Pictures/_c4820212-143f-11eb-b504-c4c734a23405.jpg,2020-10-22 13:53:34+05:30,['Associated Press']
1926,hindustan times,['sports'],"IPL 2020, CSK vs MI Preview: It is Mumbai Indians’ match to lose against miserable Chennai Super Kings",https://www.hindustantimes.com/cricket/ipl-2020-csk-vs-mi-preview-it-is-mumbai-indians-match-to-lose-against-miserable-chennai-super-kings/story-LIQeY0fg5b6voC2KKB5CGO.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/23/Pictures/_c1949734-14a0-11eb-9690-b19a1ecf710b.jpg,2020-10-23 01:28:02+05:30,[]
1927,hindustan times,['sports'],WADA weightlifting probe finds evidence of doppelgangers providing samples,https://www.hindustantimes.com/other-sports/wada-weightlifting-probe-finds-evidence-of-doppelgangers-providing-samples/story-NGfC3jthcu7QnT3iSDvWmI.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/22/Pictures/wada-woman-walks-into-montreal-head-offices_b4e7ad2a-147b-11eb-b8b5-01f2e62a12bd.jpg,2020-10-22 21:02:21+05:30,[]
1928,hindustan times,['india'],PM Modi to deliver keynote address in virtual Invest India conference in Canada,https://www.hindustantimes.com/india-news/pm-modi-to-deliver-keynote-address-in-virtual-invest-india-conference-in-canada/story-03MjTVbzOJaCE9r6hD6svJ.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/pm-modi-via-video-link_832e0de8-0935-11eb-9735-285f94a4b56e.jpg,2020-10-08 12:42:47+05:30,"['Hindustantimes.Com', 'Edited Shivani Kumar']"
1929,hindustan times,['india'],"500 pages of electronic records trace evidence against Vikas Dubey, step by step",https://www.hindustantimes.com/india-news/500-pages-of-electronic-records-trace-evidence-against-vikas-dubey-step-by-step/story-gfrWjFLdXxC74bALpdaz2L.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/police-at-vikas-dubey-s-demolished-house_cb92b564-0932-11eb-9735-285f94a4b56e.jpg,2020-10-08 12:27:57+05:30,"['Haidar Naqvi', 'Edited Abhinav Sahay']"
1930,hindustan times,['india'],"International flights: Travel bubbles likely to continue till March-April, says Hardeep Singh Puri",https://www.hindustantimes.com/india-news/centre-to-allow-domestic-airlines-to-increase-capacity-to-75-per-cent-soon/story-uqXhq3gUykc0kVX5H6Lv8H.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/general-aviation-terminal-inauguration_4f4ceb78-092d-11eb-9735-285f94a4b56e.jpg,2020-10-08 12:34:10+05:30,"['Hindustantimes.Com', 'Edited Poulomi Ghosh']"
1931,hindustan times,['india'],"DRDO’s Rustom-2 drone takes-off, India goes for armed Heron",https://www.hindustantimes.com/india-news/drdo-s-rustom-2-drone-flight-tested-india-goes-for-armed-heron-uavs/story-CZ5jd9tRo6Ph2jcq2HOpmM.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/10/Pictures/_403a77c6-0aaf-11eb-bbb0-40eddbf766cc.png,2020-10-10 09:47:26+05:30,['Shishir Gupta']
1932,hindustan times,['india'],"Union Minister Goyal gets additional charge of Ministry of Consumer Affairs, Food and Public Distribution following Paswan’s death",https://www.hindustantimes.com/india-news/union-minister-piyush-goyal-gets-additional-charge-of-ministry-of-consumer-affairs-food-and-public-distribution-following-ram-vilas-paswan-s-death/story-0fgFCaSyELynW7QkUjFONN.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/09/Pictures/_14aff9fc-0a03-11eb-9735-285f94a4b56e.jpg,2020-10-09 13:14:07+05:30,"['Hindustantimes.Com', 'Edited Shankhyaneel Sarkar']"
1933,hindustan times,['india'],"India’s Covid-19 tally crosses 6.9 million mark; active cases further fall below 900,000",https://www.hindustantimes.com/india-news/india-s-covid-19-tally-crosses-6-9-million-mark-active-cases-further-fall-below-900-000/story-gjH1QRYJygG18zSc7bQ0cI.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/09/Pictures/virus-outbreak-india_adf723ca-09e9-11eb-9735-285f94a4b56e.jpg,2020-10-09 10:25:14+05:30,"['Hindustantimes.Com', 'Edited', 'Harshit Sabarwal']"
1934,hindustan times,['india'],"Hathras case: Wanted ‘Swaraj’ not for ‘Raj’ to be back, says Sibal after journalist booked under UAPA",https://www.hindustantimes.com/india-news/hathras-case-wanted-swaraj-not-for-raj-to-be-back-says-sibal-after-journalist-booked-under-uapa/story-Y1Aedh5vHw8vdv2a1xN86O.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/rebuttal-at-cwc-meeting-in-delhi_87d237e0-0933-11eb-9735-285f94a4b56e.jpg,2020-10-08 12:30:50+05:30,"['Asian News International', 'Posted', 'Harshit Sabarwal']"
1935,hindustan times,['india'],"With 73,272 fresh cases, India’s Covid-19 tally reaches 6.97 million",https://www.hindustantimes.com/india-news/with-73-272-fresh-cases-india-s-covid-19-tally-reaches-6-97-million/story-WOhM56SYu4N3X97q2mUZ1M.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/10/Pictures/ht-pune_de63cfc8-0ab0-11eb-9735-285f94a4b56e.jpg,2020-10-10 09:59:00+05:30,"['Hindustantimes.Com', 'Edited Shivani Kumar']"
1936,hindustan times,['india'],"3 dead, 5 injured as bus overturns in UP’s Aligarh",https://www.hindustantimes.com/india-news/3-dead-5-injured-as-bus-overturns-in-up-s-aligarh/story-mECfyTaIzc0UOkvy25lzeJ.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/10/Pictures/_9f5ce1aa-0ab2-11eb-9735-285f94a4b56e.jpg,2020-10-10 10:11:27+05:30,"['Asian News International', 'Posted Shivani Kumar']"
1937,hindustan times,['india'],Centre nudges states on sexual assault crimes after ‘horrible’ Hathras case,https://www.hindustantimes.com/india-news/heath-ministry-directs-states-to-take-mandatory-police-action-in-crime-against-women/story-cJTBGwGcfZq0G2SKL6LGLO.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/10/Pictures/panchkula-manimajra-hindustan-protest-hathras-chandigarh-congress_5ad0f2e4-0aba-11eb-9735-285f94a4b56e.jpg,2020-10-10 11:07:38+05:30,"['Hindustantimes.Com', 'Edited Shivani Kumar']"
1938,hindustan times,['india'],Ramping up cold storage facilities critical as India preps for Covid-19 vaccine: Experts,https://www.hindustantimes.com/india-news/ramping-up-cold-storage-facilities-critical-as-india-preps-for-covid-19-vaccine-experts/story-0J9R6atCAvEt7N4RIGVqZJ.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/registration-disease-prepares-inoculation-against-sputnik-coronavirus_6bc1f74e-093c-11eb-9735-285f94a4b56e.jpg,2020-10-08 13:32:26+05:30,"['Press Trust Of India', 'Posted Shivani Kumar']"
1939,hindustan times,['india'],Tripura BJP’s ally to hold strike for separate statehood demand,https://www.hindustantimes.com/india-news/tripura-bjp-s-ally-to-hold-strike-for-separate-statehood-demand/story-GCZ72azXdKPmK53I9bSiEM.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/07/10/Pictures/worker-supporters-stage-arrest-protest-against-party_1be739f4-c24d-11ea-a85c-8ff81cd7ae5a.jpg,2020-10-08 13:52:30+05:30,"['Priyanka Deb Barman', 'Edited Abhinav Sahay']"
1940,hindustan times,['india'],Covid-19: Prahlad Patel to hold virtual meet of state/UT tourism ministers ahead of festive season,https://www.hindustantimes.com/india-news/covid-19-prahlad-patel-to-hold-virtual-meet-of-state-ut-tourism-ministers-ahead-of-festive-season/story-GIwxm9o5tMgIRxWEqLcGbP.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/exhibition-of-gifts-presented-to-pm-modi_ab94ff06-0937-11eb-9735-285f94a4b56e.jpg,2020-10-08 12:57:45+05:30,"['Press Trust Of India', 'Posted', 'Harshit Sabarwal']"
1941,hindustan times,['india'],"News updates from Hindustan Times: 500 pages of electronic records trace evidence against Vikas Dubey, step by step and all the latest news",https://www.hindustantimes.com/india-news/news-updates-from-hindustan-times-500-pages-of-electronic-records-trace-evidence-against-vikas-dubey-step-by-step-and-all-the-latest-news/story-Uxvc0FUQFO0VMkrbqOr1fN.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/sit-investigation-in-kanpur-ambush_2f173c1e-0937-11eb-9735-285f94a4b56e.jpg,2020-10-08 12:54:35+05:30,[]
1942,hindustan times,['india'],"‘Not hard for govt to fight China’, Shiv Sena taunts Centre over border standoff",https://www.hindustantimes.com/india-news/not-hard-for-govt-to-fight-china-shiv-sena-taunts-centre-over-border-standoff/story-uzlYnaXbyF6MDuzoxjodQL.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/ladakh-iaf-winter-supplies_2e790d62-093e-11eb-bbb0-40eddbf766cc.jpg,2020-10-08 13:51:12+05:30,['Swapnil Rawal']
1943,hindustan times,['india'],"Freedom of speech is most abused, says SC on ‘fake news’ on Tablighi Jamaat",https://www.hindustantimes.com/india-news/freedom-of-speech-is-most-abused-sc-while-hearing-case-seeking-action-against-tv-channels-for-spreading-fake-news-on-tablighi-jamaat-congregation/story-AIny7fcoKPFmtZrsHH0ZHM.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/delhi-lockdown-covid-19-day-7_77cb562a-093c-11eb-9735-285f94a4b56e.jpg,2020-10-08 13:07:34+05:30,"['Ht Correspondent', 'Edited Abhinav Sahay']"
1944,hindustan times,['india'],"One dead, six injured in clash over naming of village square in MP",https://www.hindustantimes.com/india-news/one-dead-six-injured-in-clash-over-naming-of-village-square-in-mp/story-S32ewy5tX5RgpORxrxizQL.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/09/13/Pictures/crime-scene_8b343370-f5bf-11ea-b774-6298d87e9c8d.jpg,2020-10-08 14:24:15+05:30,['Ht Correspondent']
1945,hindustan times,['india'],"75% new Covid-19 recoveries, 79% positive cases from 10 states each, says health ministry",https://www.hindustantimes.com/india-news/75-new-covid-19-recoveries-79-positive-cases-from-10-states-each-says-health-ministry/story-aMpr2UjXfbFuAAJW8doLoL.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/noida-covid-19-testing_c387bc5e-0930-11eb-9735-285f94a4b56e.jpg,2020-10-08 13:04:11+05:30,"['Hindustantimes.Com', 'Edited Karan Manral']"
1946,hindustan times,['india'],"IMD reviews preparedness, plan for cyclone season October-December",https://www.hindustantimes.com/india-news/imd-reviews-preparedness-plan-for-cyclone-season-october-december/story-w5WTLAaD7AXOoUy0VTbGNN.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/heavy-rain-chandipur-strong-wind-continue-lash_d28eddc6-093b-11eb-9735-285f94a4b56e.jpg,2020-10-08 13:28:59+05:30,"['Asian News International', 'Posted Shivani Kumar']"
1947,hindustan times,['india'],Rajasthan police arrest prime accused in gang rape of minor girl in Barmer,https://www.hindustantimes.com/india-news/rajasthan-police-arrest-prime-accused-in-gang-rape-of-minor-girl-in-barmer/story-Y6YdbsQcgQSBXkkEPQDyXK.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/arrest-handcuffs-p_ff86dfa8-0932-11eb-bbb0-40eddbf766cc.jpg,2020-10-08 12:48:41+05:30,['Mukesh Mathrani']
1948,hindustan times,['india'],"PLA at its doors, India looks at new security rule to punch Chinese firms",https://www.hindustantimes.com/india-news/china-s-pla-at-its-doors-india-looks-at-new-security-rule-for-foreign-companies/story-kLibBVaqTDBhTwKLuelzHI.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/_740cfa70-0937-11eb-9735-285f94a4b56e.jpg,2020-10-08 13:08:20+05:30,['Shishir Gupta']
1949,hindustan times,['india'],22 states/UTs report positivity rate less than national average: Health Ministry,https://www.hindustantimes.com/india-news/22-states-uts-report-positivity-rate-less-than-national-average-health-ministry/story-opwxUZuF8POnqsTKvA9rDL.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/chandigarh-coronavirus-chandigarh-hindustan-extended-chandigarh-nationwide_361f6276-0940-11eb-9735-285f94a4b56e.jpg,2020-10-08 14:03:10+05:30,"['Asian News International', 'Posted Susmita Pakrasi']"
1950,hindustan times,['india'],IAF’s Dhruv helicopter makes precautionary landing in UP’s Saharanpur,https://www.hindustantimes.com/india-news/iaf-s-dhruv-helicopter-makes-precautionary-landing-in-up-s-saharanpur/story-eQerVYI2qc4Cn76PwF7SdI.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/_79b6a848-093e-11eb-9735-285f94a4b56e.jpg,2020-10-08 13:48:29+05:30,"['Asian News International', 'Posted Karan Manral']"
1951,hindustan times,['india'],PM Modi assures Abdullah Abdullah of India’s support for Afghan peace process,https://www.hindustantimes.com/india-news/narendra-modi-assures-abdullah-abdullah-of-india-s-support-for-afghan-peace-process/story-OM0hjqdNYzViMC8DdzG1PM.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/afghan-peace-negotiator-abdullah-abdullah-with-modi_dbd04c08-0945-11eb-bbb0-40eddbf766cc.jpg,2020-10-08 14:41:50+05:30,['Rezaul H Laskar']
1952,hindustan times,['india'],"Hathras gangrape: Teesta Setalvad moves SC, accuses UP cops of complicity",https://www.hindustantimes.com/india-news/hathras-gangrape-teesta-setalvad-moves-supreme-court-accuses-up-cops-of-complicity/story-C8ZocEYfXr0o1jLz6FGEGP.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/teesta-setalvad_f7f84ed0-0959-11eb-bbb0-40eddbf766cc.jpg,2020-10-08 17:04:46+05:30,['Abraham Thomas']
1953,hindustan times,['india'],TN CM requests Yediyurappa to fill vacancies of Tamil teachers in Karnataka,https://www.hindustantimes.com/india-news/tn-cm-requests-yediyurappa-to-fill-vacancies-of-tamil-teachers-in-karnataka/story-YdgiMLfTfFxO6LbkE4JbqN.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/aiadmk-s-cm-candidate-for-2021-election_10dd7960-0951-11eb-a24e-5b1a7dd32f2e.jpg,2020-10-08 16:00:45+05:30,"['Press Trust Of India', 'Posted Arpan Rai']"
1954,hindustan times,['india'],"Missing woman’s body found in UP’s Fatehpur, kin allege gang rape",https://www.hindustantimes.com/india-news/missing-woman-s-body-found-in-up-s-fatehpur-kin-allege-gang-rape/story-yOWGrApD0uXhtg9RqSjAGK.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/_ed26dec6-0955-11eb-a24e-5b1a7dd32f2e.png,2020-10-08 16:39:14+05:30,['Ht Correspondent']
1955,hindustan times,['india'],"14-member IS module that returned ‘disillusioned’ from Iraq, Syria busted: NIA",https://www.hindustantimes.com/india-news/nia-busts-14-member-is-module-in-bengaluru/story-SWQ9TKFXtsWFqgigRvNUrL.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/_dec23b6c-0957-11eb-bbb0-40eddbf766cc.jpeg,2020-10-08 16:50:50+05:30,['Neeraj Chauhan']
1956,hindustan times,['india'],"Uttarakhand forest dept identifies 34 wild mushroom species, 14 of them edible",https://www.hindustantimes.com/india-news/uttarakhand-forest-dept-identifies-34-wild-mushroom-species-14-of-them-edible/story-kVnbJ9nTPYdhHIaJCtUetK.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/_ecae3748-0958-11eb-a24e-5b1a7dd32f2e.jpg,2020-10-08 17:00:30+05:30,['Neeraj Santoshi']
1957,hindustan times,['india'],India’s sulfur dioxide emissions see first decline in 4 years,https://www.hindustantimes.com/india-news/india-s-sulfur-dioxide-emissions-see-first-decline-in-4-years/story-u86AxEBOK34wNsoOlS319M.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/hawaii-volcano_8f3aa664-0949-11eb-9735-285f94a4b56e.jpg,2020-10-08 15:06:10+05:30,"['Bloomberg', 'Posted Susmita Pakrasi']"
1958,hindustan times,['india'],Foreign airlines’ flights will not be allowed at expense of Indian airlines: Hardeep Singh Puri,https://www.hindustantimes.com/india-news/foreign-airlines-flights-will-not-be-allowed-at-expense-of-indian-airlines-hardeep-singh-puri/story-4VO3cT00yWipseEmPzADeN.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/general-aviation-terminal-inauguration_6a29e1e2-0952-11eb-a24e-5b1a7dd32f2e.jpg,2020-10-08 16:10:38+05:30,"['Press Trust Of India', 'Posted Arpan Rai']"
1959,hindustan times,['india'],"2 Haryana villages resolve to boycott Covid-19 tests, list reasons",https://www.hindustantimes.com/india-news/2-haryana-villages-resolve-to-boycott-covid-19-tests-list-reasons/story-gfd5EPbettBNToTqPd1lXO.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/outbreak-jakhan-coronavirus-disease-covid-village-in_646e2c32-095b-11eb-9735-285f94a4b56e.jpg,2020-10-08 17:18:51+05:30,"['Sunil Rahar', 'Edited Abhinav Sahay']"
1960,hindustan times,['india'],India to see pre-Covid air traffic numbers by January 1: Minister Hardeep Puri,https://www.hindustantimes.com/india-news/india-to-see-pre-covid-air-traffic-numbers-by-january-1-minister-hardeep-puri/story-IB6wK1QtasHmGgH06gBM4H.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/ahmedabad-indigo-airlines-aircraft-prepares-paddles-rickshaw_bc033cee-0956-11eb-9735-285f94a4b56e.jpg,2020-10-08 16:51:28+05:30,"['Hindustantimes.Com', 'Edited Arpan Rai']"
1961,hindustan times,['india'],"Home ministry modifies Covid-19 guidelines for 12 poll-bound states, allows political rallies with immediate effect",https://www.hindustantimes.com/india-news/home-ministry-modifies-guidelines-for-12-poll-bound-states-allows-political-rallies-with-immediate-effect/story-GN6RQi8RlBV7tN9tstrQXI.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/_cc50b604-0950-11eb-bbb0-40eddbf766cc.jpg,2020-10-08 15:50:00+05:30,"['Hindustantimes.Com', 'Edited Shankhyaneel Sarkar']"
1962,hindustan times,['india'],"Almost everyone injured in Kerala crash discharged, 1 undergoing plastic surgery: Air India chief",https://www.hindustantimes.com/india-news/almost-everyone-injured-in-kerala-crash-discharged-1-undergoing-plastic-surgery-air-india-chief/story-ANGe2KHUnu7cmsUwEMDCYP.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/aptopix-india-plane_a0930fe8-094c-11eb-a24e-5b1a7dd32f2e.jpg,2020-10-08 15:33:35+05:30,"['Hindustantimes.Com', 'Edited Arpan Rai']"
1963,hindustan times,['india'],"13-yr-old specially-abled boy missing from UP 5 years ago, reunites with mom in Assam",https://www.hindustantimes.com/india-news/13-yr-old-specially-abled-boy-missing-from-up-5-years-ago-reunites-with-mom-in-assam/story-UyJ5GnbOxLOCoBNKmprt1K.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/_df8dffa4-0948-11eb-bbb0-40eddbf766cc.jpg,2020-10-08 15:06:29+05:30,['Utpal Parashar']
1964,hindustan times,['india'],BJP govt to stay for 30-35 yrs if Vivekananda’s pictures hung at homes: Tripura CM,https://www.hindustantimes.com/india-news/bjp-govt-to-stay-for-30-35-yrs-if-vivekananda-s-pictures-hung-at-homes-tripura-cm/story-gJEYL7qOHoqS2wm5o5GTwL.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/10/08/Pictures/tripura-cm-press-conference_e39c5118-0948-11eb-9735-285f94a4b56e.jpg,2020-10-08 15:05:17+05:30,"['Priyanka Deb Barman', 'Edited Abhinav Sahay']"
1965,hindustan times,['india'],27-year-old unemployed engineer dies by suicide in Dehradun,https://www.hindustantimes.com/india-news/27-year-old-unemployed-engineer-dies-by-suicide-in-dehradun/story-U2vpnm4NXXmfUCrsbILtOJ.html,https://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/09/13/Pictures/crime-scene_8b343370-f5bf-11ea-b774-6298d87e9c8d.jpg,2020-10-08 14:46:00+05:30,['Ht Correspondent']
